org_name,reported_date,breach_date,end_breach_date,incident_details,information_affected,organization_type,total_affected,Map,TYPE,CIK CODE,SIC CODE,NAICS CODE,nvd_vendor,total_cves,cves_1yr_before,cves_2yr_before,cves_5yr_before,stock_price_at_breach,return_5d_pct,return_30d_pct,has_stock_data,fcc_category,fcc_reportable,car_5d,car_30d,bhar_5d,bhar_30d,has_crsp_data,firm_size_log,roa,leverage,sales_q,assets,disclosure_delay_days,immediate_disclosure,delayed_disclosure,return_volatility_pre,return_volatility_post,volume_volatility_pre,volume_volatility_post,volatility_change,has_complete_data,large_firm,breach_severity,prior_breaches_total,prior_breaches_1yr,prior_breaches_3yr,prior_breaches_5yr,days_since_last_breach,is_repeat_offender,is_first_breach,pii_breach,health_breach,financial_breach,ip_breach,ransomware,nation_state,insider_threat,ddos_attack,phishing,malware,severity_score,records_severity,records_affected_numeric,combined_severity_score,high_severity_breach,num_breach_types,complex_breach,CIK,has_executive_change,num_8k_502,days_to_first_change,has_cio_change,has_ceo_change,breach_year,has_ftc_action,ftc_settlement_amount,ftc_case_year,has_fcc_action,fcc_fine_amount,fcc_case_year,has_state_ag_action,ag_settlement_amount,num_states_involved,ag_case_year,total_regulatory_cost,has_any_regulatory_action,in_hibp,hibp_breach_name,hibp_breach_date,hibp_pwn_count,hibp_description,hibp_data_classes,hibp_date_difference_days,hibp_date_match,has_cyber_insurance_disclosure,num_10k_filings_checked
Fox Entertainment Group,2009-04-09,2009-04-09,2009-04-09 00:00:00,"On April 9, 2009, the New Hampshire Department of Justice reported a data breach involving Fox Entertainment Group, which may have compromised the personal information of approximately ten New Hampshire residents. The breach involved unauthorized access to confidential employee information, including names and social security numbers, by a former employee. No evidence suggested the personal information was disseminated or misused.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Compensation information""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,10,FOXA,INSD,1308161,4833,515120,,0,0,0,0,,,,False,Non-FCC,False,,,,,False,,,,,,0,1,0,,,,,,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,1,0,0,0,8,1,10,9,1,3,1,1308161,0,0,,0,0,2009,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,0
Fox Entertainment Group Inc.,2009-04-15,2009-04-15,2009-04-15 00:00:00,"On April 15, 2009, the Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Fox Entertainment Group Inc., affecting 203 residents. The compromised information includes Social Security Numbers (SSN) and account numbers, classified as undefined records.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Account number""""]}}}",BSO,203,FOXA,INSD,1308161,4833,515120,,0,0,0,0,,,,False,Non-FCC,False,,,,,False,,,,,,0,1,0,,,,,,False,0,Small,0,0,0,0,,0,1,1,0,1,0,1,0,0,0,0,0,9,1,203,10,1,3,1,1308161,0,0,,0,0,2009,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,0
Fox Group,2010-02-08,2010-02-08,2010-02-08 00:00:00,"On February 8, 2010, the Massachusetts Office of Consumer Affairs and Business Regulation reported that Fox Group experienced a data breach affecting 2 residents. The breach involved the compromise of electronic records, specifically Social Security Numbers (SSNs).","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,2,FOXA,HACK,1308161,4833,515120,,0,0,0,0,,,,False,Non-FCC,False,,,,,False,,,,,,0,1,0,,,,,,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,6,1,2,7,1,2,1,1308161,0,0,,0,0,2010,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,0
Fox News LLC,2018-04-12,2018-03-13,2018-03-13 00:00:00,"The Maryland Office of the Attorney General reported a data breach involving Fox News LLC on April 12, 2018. The breach occurred on or about March 13, 2018, when an unauthorized third party accessed a corporate server, potentially gaining access to usernames and passwords of five Maryland residents employed by Fox News.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""User names""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Passwords""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,5,FOXA,HACK,1308161,4833,515120,,0,0,0,0,,,,False,Non-FCC,False,-0.741,1.2457,-0.7332,1.1882,True,,,,3108.0,,30,0,0,29.3664,19.9586,3483450.0,2467414.74,-9.4077,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,6,1,5,7,1,2,1,1308161,1,32,21.0,0,0,2018,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,0
Frontier Communications,2022-05-04,2022-02-24,2022-02-24 00:00:00,"The Indiana Office of the Attorney General reported on May 4, 2022, that Frontier Communications experienced a data breach on February 24, 2022, affecting 297 individuals in total, including 35 residents.","{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,9,FYBR,HACK,20520,4813,517311,,0,0,0,0,26.66,-2.9,-1.96,True,Telecom,True,0.6943,6.9442,0.6097,6.8017,True,8.882922914430235,0.01146775074328014,0.7208907226503246,1543.0,16481.0,69,0,1,39.2977,44.9762,282832.61,403491.23,5.6784,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,6,1,9,7,1,2,1,20520,1,9,71.0,0,0,2022,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,1
"Frontier Communications Parent, Inc.",2024-06-06,2024-04-14,2024-04-14 00:00:00,"The Vermont Office of the Attorney General reported that Frontier Communications Parent, Inc. experienced a data breach due to unauthorized access to its internal IT systems on April 14, 2024. The breach potentially exposed personal information of individuals, although specific details about the types of data or number of individuals affected are unspecified. The breach was reported on June 6, 2024.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,3,FYBR,HACK,20520,4813,517311,,0,0,0,0,23.71,-5.75,13.01,True,Telecom,True,-6.8587,3.9861,-6.6273,3.4556,True,8.714305080012485,4.951230380749617e-05,0.7396147942763777,1462.0,20197.0,53,0,1,38.5899,40.6817,606147.03,595021.83,2.0918,False,0,Small,5,5,5,5,1.0,1,0,1,0,0,0,1,0,1,0,0,0,8,1,3,9,1,3,1,20520,1,20,4.0,0,0,2023,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,1
"Frontier Communications Parent, Inc.",2024-06-06,2024-04-13,2024-04-13 00:00:00,"On June 6, 2024, the Washington State Office of the Attorney General reported a data breach involving Frontier Communications Parent, Inc. dated April 14, 2024, which affected 8,211 individuals. The compromised information included names, Social Security numbers, and full dates of birth.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security Number"""",""""Full Date of Birth""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,8211,FYBR,HACK,20520,4813,517311,,0,0,0,0,23.87,-4.57,14.64,True,Telecom,True,-7.1544,3.5229,-6.7507,2.9062,True,8.714305080012485,4.951230380749617e-05,0.7396147942763777,1462.0,20197.0,54,0,1,38.1275,41.6814,595279.05,606713.46,3.554,False,0,Small,1,1,1,1,117.0,1,0,1,0,0,0,1,0,0,0,0,0,6,2,8211,8,1,2,1,20520,1,20,5.0,0,0,2023,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,1
"Frontier Communications Parent, Inc.",2024-06-05,2024-04-14,2024-04-14 00:00:00,"On June 5, 2024, the Maryland Office of the Attorney General reported a data breach involving Frontier Communications Parent, Inc. The breach, detected on April 14, 2024, involved unauthorized access to internal IT systems, affecting 566 Maryland residents. Specific types of information compromised were not provided.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,630,FYBR,HACK,20520,4813,517311,,0,0,0,0,23.71,-5.75,13.01,True,Telecom,True,-6.8587,3.9861,-6.6273,3.4556,True,8.714305080012485,4.951230380749617e-05,0.7396147942763777,1462.0,20197.0,52,0,1,38.5899,40.6817,606147.03,595021.83,2.0918,False,0,Small,5,5,5,5,1.0,1,0,1,0,0,0,1,0,1,0,0,0,8,1,630,9,1,3,1,20520,1,20,4.0,0,0,2023,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,1
"Frontier Communications Parent, Inc.",2024-06-10,2024-06-10,2024-06-10 00:00:00,"The Texas Attorney General reported a data breach involving Frontier Communications Parent, Inc. on June 10, 2024, affecting 88,836 individuals. The breach involved the compromise of names, addresses, Social Security numbers, and dates of birth, with notifications provided to consumers via U.S. Mail.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name of individual"""",""""Address"""",""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,5,FYBR,HACK,20520,4813,517311,,0,0,0,0,25.65,-6.37,1.33,True,Telecom,True,-7.2183,3.3666,-7.1382,3.1969,True,8.714305080012485,4.951230380749617e-05,0.7396147942763777,1462.0,20197.0,0,1,0,31.7172,18.6373,571320.46,433079.45,-13.0799,False,0,Small,9,9,9,9,57.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,5,7,1,2,1,20520,1,16,21.0,0,0,2023,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,1
"Frontier Communications Parent, Inc.",2024-06-12,2024-06-12,2024-06-12 00:00:00,"On June 12, 2024, the Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Frontier Communications Parent, Inc. The breach affected 671 residents and compromised Social Security Numbers (SSN).","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,671,FYBR,HACK,20520,4813,517311,,0,0,0,0,25.62,-5.68,6.1,True,Telecom,True,-2.8867,8.1199,-2.9273,8.3529,True,8.714305080012485,4.951230380749617e-05,0.7396147942763777,1462.0,20197.0,0,1,0,31.8185,23.131,572267.65,427852.56,-8.6875,False,0,Small,10,10,10,10,2.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,671,7,1,2,1,20520,1,16,19.0,0,0,2023,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,1
"Frontier Communications Parent, Inc.",2024-06-06,2024-04-13,2024-04-14 00:00:00,"The Maine Office of the Attorney General reported a data breach involving Frontier Communications Parent, Inc. on June 6, 2024. The breach, discovered on April 14, 2024, occurred due to external unauthorized access (hacking), affecting approximately 751,895 individuals, including 139 Maine residents. The compromised information includes Social Security numbers, and Frontier is offering one year of complimentary credit monitoring and identity theft resolution services through Kroll.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,2,FYBR,HACK,20520,4813,517311,,0,0,0,0,23.87,-4.57,14.64,True,Telecom,True,-7.1544,3.5229,-6.7507,2.9062,True,8.714305080012485,4.951230380749617e-05,0.7396147942763777,1462.0,20197.0,54,0,1,38.1275,41.6814,595279.05,606713.46,3.554,False,0,Small,1,1,1,1,117.0,1,0,1,0,0,0,1,0,1,0,0,0,8,1,2,9,1,3,1,20520,1,20,5.0,0,0,2023,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,1
"Frontier Communications Parent, Inc.",2024-06-12,2023-12-18,2024-04-14 00:00:00,"On June 11, 2024, the New Hampshire Department of Justice was notified by Frontier Communications Parent, Inc. of a data breach that potentially affected the personal information of 120 New Hampshire residents. The breach was detected on April 14, 2024, involving unauthorized access to internal IT systems, and Frontier has since taken steps to enhance security and notified law enforcement.","{
  """"Encryption Status"""": """"Unencrypted"""",
  """"Categories Affected"""": {
    """"Personal Identifiers"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Name"""", """"Date of birth"""", """"Social Security number"""", """"Driver's license number"""", """"State identification card number"""", """"Passport number"""", """"Account log-in"""", """"Financial account number"""", """"Debit card number"""", """"Credit card number"""", """"Email address"""", """"Postal address"""", """"Telephone number""""]
    },
    """"Protected Classification Characteristics"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Commercial Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Biometric Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Internet or Network Activity"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Geolocation Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensory Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Professional or Employment-Related Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Education Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Inferences Drawn from Personal Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensitive Personal Information"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [
        """"Social Security number"""",
        """"Driver's license number"""",
        """"State identification card number"""",
        """"Passport number"""",
        """"Financial account credentials (account log-in, financial account number, debit card number, credit card number)""""
      ]
    },
    """"Customer Records"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Signature"""", """"Telephone number"""", """"Bank account number"""", """"Credit card number"""", """"Debit card number"""", """"Other financial information""""]
    }
  }
}",BSO,1,FYBR,HACK,20520,4813,517311,,0,0,0,0,24.18,8.4,-1.62,True,Telecom,True,-1.5267,-2.7534,-1.6335,-3.7589,True,8.254915881168118,0.000536349895167975,0.7445024135745283,1436.0,20509.0,177,0,1,49.2285,40.593,800877.3,524256.55,-8.6355,False,0,Small,0,0,0,0,,0,1,1,0,1,0,1,0,1,0,0,0,11,1,1,12,1,4,1,20520,1,16,49.0,0,0,2023,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,1
"Frontier Communications Parent, Inc.",2024-06-11,2024-04-13,2024-06-01 00:00:00,"The California Office of the Attorney General reported that Frontier Communications Parent, Inc. experienced a data breach on April 13, 2024, with unauthorized access to their IT systems. The incident potentially affected personal information belonging to individuals, although specific types of information were not detailed in the report. Frontier is offering one year of complimentary credit monitoring and identity theft resolution services in response.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,750000,FYBR,HACK,20520,4813,517311,,0,0,0,0,23.87,-4.57,14.64,True,Telecom,True,-7.1544,3.5229,-6.7507,2.9062,True,8.714305080012485,4.951230380749617e-05,0.7396147942763777,1462.0,20197.0,59,0,1,38.1275,41.6814,595279.05,606713.46,3.554,False,0,Large,1,1,1,1,117.0,1,0,1,0,0,0,1,0,1,0,0,0,8,4,750000,12,1,3,1,20520,1,20,5.0,0,0,2023,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,1
"Frontier Communications Parent, Inc.",2024-06-11,2024-04-13,2024-04-16 00:00:00,"The Oregon Department of Justice reported that Frontier Communications Parent, Inc. experienced a data breach from April 13, 2024, to April 16, 2024, affecting a total of 751,895 individuals. The breach was discovered on April 14, 2024, and notification letters were sent on June 6, 2024.","{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,10,FYBR,HACK,20520,4813,517311,,0,0,0,0,23.87,-4.57,14.64,True,Telecom,True,-7.1544,3.5229,-6.7507,2.9062,True,8.714305080012485,4.951230380749617e-05,0.7396147942763777,1462.0,20197.0,59,0,1,38.1275,41.6814,595279.05,606713.46,3.554,False,0,Small,1,1,1,1,117.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,10,7,1,2,1,20520,1,20,5.0,0,0,2023,0,0,,0,0,,0,0,0,,0,0,0,,,0,,,,0,0,1
